ID (do not edit),Content type,Element type,Source language (PL),Target language (EN)
"{""contentId"":""ca70b967-ca36-478b-9027-1bb2da32ac20"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"<div class=""item item-6"">&nbsp;</div><div class=""item item-6""><p><b>Fingerbike BMX TAIL WHIP Metalowy Pro Wersja + Akcesoria</b></p><p>Została stworzona przez młodą i popularną markę&nbsp;<b>TAIL WHIP</b>.</p><p>Nasze mini rowery można rozłożyć i złożyć ponownie. Możesz też użyć dodatkowych akcesoriów w <b>innym kolorze</b>, aby spersonalizować swój rower, tak jak robią to prawdziwi profesjonaliści.</p><p>⭐ <b>Zestaw Fingerbike BMX</b>; PROFESJONALNY&nbsp;Fingerbike BMX TAILWHIP metalowy, metalowy widelec, metalowe kółka z oponami z prawdziwej gumy, pegi metalowe kompletny zestaw</p><p>⭐<b>Miniaturkowa Zabawa</b>: Ciesz się dreszczykiem emocji wykonując niesamowite sztuczki Tailwhip na wyciągnięcie ręki.</p><p>⭐<b>Realistyczny Design</b>: Prezentujący realistyczny model bike BMX do trików ulicznych, prawdziwe triki, prawdziwe ślizgi.</p><p>⭐<b>Przenośny i Zabawny</b>: Zabierz go ze sobą wszędzie i baw się bez końca w podróży.</p><p>⭐<b>Świetny Pomysł na Prezent</b>: Idealny dla entuzjastów sportów ekstremalnych i tych, którzy szukają unikalnego prezentu-niespodzianki.</p><p><b>Finger bmx zestaw&nbsp;</b><b>TAILWHIP</b><b> obejmuje:</b></p><ul>	<li>Mini Rowerek</li>	<li>2 koła w innym kolorze</li>	<li>2 gripy w innym kolorze</li>	<li>4 pegi BMX metalowe</li>	<li>narzędzie do montażu</li>	<li>naklejka</li></ul></div><div class=""item item-6"">&nbsp;</div><div class=""item item-6""><p><b>PRAWDZIWE ROWERY, NIEZWYKŁE TRIKI</b> - ćwicz, aby wykonywać nierealne triki na zabawkowych rowerach terenowych, niesamowite akrobacje, w tym tail whipy, flick triki i wiele więcej dla swoich przyjaciół!</p><p><b>IDEALNY PREZENT</b> - finger rower bmx są idealnym prezentem dla dzieci, aby mogły rozwijać swoje umiejętności motoryczne, koordynację ręka-oko i zwiększać ciekawość. Są to bardzo urocze zabawki, które można zdejmować, rekonfigurować, wymieniać opony, którymi można bawić się palcami.</p><p>Fingerbike mini rowerek<b> TAILWHIP</b> bmx mini dają mnóstwo zabawy podczas&nbsp;<b>nauki i wykonywania trików palcami.</b></p><p>Zabawkowy bmx, odlewany model roweru w 1:18, fingerbike metal, finger pro, wspaniały prezent, z ładnie wyglądającym pudełkiem detalicznym.</p><ul>	<li>zestaw przeznaczony&nbsp;<b>dla dzieci od 6 roku życia</b></li>	<li>wymiary BMX'a:&nbsp; 11 x 7 x 4,5 cm</li>	<li>wymiary opakowania: 19 x 14 x 5.5 cm</li></ul></div><div class=""item item-12""><p><b>Mini BMX to doskonały prezent dla dzieci, zabawka motoryczna wspierająca rozwijanie zdolności motorycznych, a także świetne uzupełnienie wystawy sklepowej lub dekoracji w kawiarni.</b></p></div>","<div class=""item item-6""> </div><div class=""item item-6""><p>Fingerbike BMX TAIL WHIP Metal Pro Version + Accessories</p><p>It was created by the young and popular brand TAIL WHIP.</p><p>Our mini bikes can be disassembled and reassembled. You can also use additional accessories in a different color to personalize your bike, just like real professionals do.</p><p>⭐Fingerbike BMX Set; PROFESSIONAL Fingerbike BMX TAILWHIP metal, metal fork, metal wheels with real rubber tires, metal pegs complete set</p><p>⭐Miniature Fun: Enjoy the thrill of performing amazing Tailwhip tricks at your fingertips.</p><p>⭐Realistic Design: Featuring a realistic BMX bike model for street tricks, real tricks, real slides.</p><p>⭐Portable and Fun: Take it with you everywhere and have endless fun on the go.</p><p>⭐Great Gift Idea: Perfect for extreme sports enthusiasts and those looking for a unique surprise gift.</p><p>Finger BMX set TAILWHIP includes:</p><ul>Mini Bike 2 wheels in a different color 2 grips in a different color 4 metal BMX pegs assembly tool sticker</ul></div><div class=""item item-6""> </div><div class=""item item-6""><p>REAL BIKES, EXTRAORDINARY TRICKS - practice to perform unreal tricks on toy dirt bikes, amazing stunts including tail whips, flick tricks, and much more for your friends!</p><p>PERFECT GIFT - finger BMX bikes are the perfect gift for children to develop their motor skills, hand-eye coordination, and increase curiosity. They are very cute toys that can be disassembled, reconfigured, tire-swapped, and played with fingers.</p><p>Fingerbike mini bike TAILWHIP BMX mini provides lots of fun while learning and performing tricks with fingers.</p><p>Toy BMX, die-cast bike model in 1:18, fingerbike metal, finger pro, great gift, with a nice-looking retail box.</p><ul>set intended for children from 6 years old BMX dimensions: 11 x 7 x 4.5 cm packaging dimensions: 19 x 14 x 5.5 cm</ul></div><div class=""item item-12""><p>Mini BMX is an excellent gift for children, a motor toy supporting the development of motor skills, and also a great addition to a store display or café decoration.</p></div>"
"{""contentId"":""80db6ff1-b9f0-4118-8e0d-d76674df1788"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Sportowy Kask Ochronny TAILWHIP, Pomarańczowy S","Protective Sports Helmet TAILWHIP, Orange S"
"{""contentId"":""80db6ff1-b9f0-4118-8e0d-d76674df1788"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"<div class=""item item-6""></div><div class=""item item-6""><p><b>Uniwersalny kask sportowy TAIL WHIP</b> zapewnia niezawodną ochronę głowy przed upadkami i uderzeniami. Wytrzymały i lekki materiał zapewnia maksymalną ochronę przy minimalnej wadze, co jest szczególnie istotne przy długotrwałym i intensywnym użytkowaniu kasku.</p><p><b>Wykonany z:</b></p><ul><li>wytrzymałego plastiku ABS</li><li>EPS (spieniony polistyren).<p>Lekki, z przemyślaną aerodynamiką.</p></li></ul></div><div class=""item item-6""></div><div class=""item item-6""><ul><li>Wyposażony w otwory wentylacyjne</li><li>Regulowany rozmiar i pewne zapięcie dzięki blokadzie</li><li>Do dopasowania kasku rowerowego użyj pokrętła regulacyjnego umieszczonego na tylnej części kasku</li><li>Pas z blokadą pozwala na dokładne dopasowanie i wygodne założenie kasku.</li></ul></div><div class=""item item-6""></div><div class=""item item-6""></div>","<div class=""item item-6""></div><div class=""item item-6""><p>The universal sports helmet TAIL WHIP provides reliable head protection against falls and impacts. Durable and lightweight material ensures maximum protection with minimal weight, which is especially important during prolonged and intense use of the helmet.</p><p>Made of:</p><ul>durable ABSEPS plastic (expanded polystyrene). Lightweight, with thoughtful aerodynamics.</ul></div><div class=""item item-6""></div><div class=""item item-6""><ul>Equipped with ventilation holesAdjustable size and secure fastening thanks to the lockTo adjust the bicycle helmet, use the adjustment knob located on the back of the helmetThe strap with a lock allows for precise fitting and comfortable wearing of the helmet.
```</ul></div><div class=""item item-6""></div><div class=""item item-6""></div>"
"{""contentId"":""48b4ed53-6003-4878-a7d2-d3fa5baf404b"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}",TEXT,wixui.ImageX,c2c919_382eda7e8bcf4ec18c0f0cf23e5fb9fb~mv2.jpg,
"{""contentId"":""48b4ed53-6003-4878-a7d2-d3fa5baf404b"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}",TEXT,wixui.ImageX,finger skate,
"{""contentId"":""7a325fe0-c5c6-4e78-8059-51f5659f7b51"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,Fingerbike BMX TAILWHIP Metalowy Mini Rower na Palce Pro Wersja + Akcesoria,Fingerbike BMX TAILWHIP Metal Mini Finger Bike Pro Version + Accessories
"{""contentId"":""7a325fe0-c5c6-4e78-8059-51f5659f7b51"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"<div class=""item item-6""><p><strong>Fingerbike BMX TAILWHIP®️ Metall</strong></p><p>&nbsp;</p><p>Została stworzona przez młodą i popularną markę&nbsp;<strong>TAILWHIP®️</strong>.&nbsp;Nasze zabawki można rozłożyć i złożyć ponownie. Możesz też użyć dodatkowych akcesoriów w innym kolorze, aby spersonalizować swój rower, tak jak robią to prawdziwi profesjonaliści.</p><p>&nbsp;</p><p>⭐ <strong>Zestaw Fingerbike BMX</strong>; PROFESJONALNY&nbsp;Fingerbike BMX TAILWHIP®️ metalowy, metalowy widelec, metalowe kółka z oponami z prawdziwej gumy, pegi metalowe kompletny zestaw</p><p>⭐<strong>Miniaturkowa Zabawa</strong>: Ciesz się dreszczykiem emocji wykonując niesamowite sztuczki Tailwhip na wyciągnięcie ręki.</p><p>⭐<strong>Realistyczny Design</strong>: Prezentujący realistyczny model bike BMX w niesamowitych kolorach do trików ulicznych, prawdziwe triki, prawdziwe ślizgi.</p><p>⭐<strong>Przenośny i Zabawny</strong>: Zabierz go ze sobą wszędzie i baw się bez końca w podróży.</p><p>⭐<strong>Świetny Pomysł na Prezent</strong>: Idealny dla entuzjastów sportów ekstremalnych i tych, którzy szukają unikalnego prezentu-niespodzianki.</p><p>&nbsp;</p><p>Tutaj można zobaczyć przegląd naszych produktów:&nbsp;&nbsp;</p><p><strong>▶️<a href=""https://www.youtube.com/watch?v=IlMY5uKxXgQ"" target=""_blank"">https://www.youtube.com/watch?v=IlMY5uKxXgQ</a></strong></p><p>&nbsp;</p><p><strong>Finger bmx zestaw&nbsp;TAILWHIP®️ obejmuje:</strong></p><p>✔️ Mini Rowerek<br>✔️ 2 koła w innym kolorze<br>✔️ 2 gripy w innym kolorze<br>✔️ 4 pegi BMX metalowe<br>✔️ narzędzie do montażu<br>✔️ naklejka</p><p>&nbsp;</p><p>Zabawkowy bmx, odlewany model roweru w 1:18, fingerbike metal, wspaniały prezent, z ładnie wyglądającym pudełkiem detalicznym.</p><ul>	<li>zestaw przeznaczony <strong>dla dzieci od 6 roku życia</strong></li>	<li>wymiary BMX'a:&nbsp;&nbsp;11 x 7 x 4,5 cm</li>	<li>wymiary opakowania: 19 x 14 x 5.5 cm</li></ul><p>&nbsp;</p><p>Tutaj można zobaczyć przegląd naszych produktów:&nbsp;&nbsp;</p><p><strong>▶️<a href=""https://www.youtube.com/watch?v=IlMY5uKxXgQ"" target=""_blank"">https://www.youtube.com/watch?v=IlMY5uKxXgQ</a></strong></p><p>&nbsp;</p><p>⚡<strong>PRAWDZIWE ROWERY, NIEZWYKŁE TRIKI</strong> - ćwicz, aby wykonywać nierealne triki na zabawkowych rowerach terenowych, niesamowite akrobacje, w tym tail whipy, flick triki i wiele więcej dla swoich przyjaciół!</p><p>⚡<strong>IDEALNY PREZENT</strong> - finger rower bmx są idealnym prezentem dla dzieci, aby mogły rozwijać swoje umiejętności motoryczne, koordynację ręka-oko i zwiększać ciekawość. Są to bardzo urocze zabawki, które można zdejmować, rekonfigurować, wymieniać opony, którymi można bawić się palcami.</p><p>⚡Fingerbike mini rowerek <strong>TAILWHIP®️</strong> dają mnóstwo zabawy podczas <strong>nauki i wykonywania trików palcami</strong>.</p><p>&nbsp;</p><p>Tutaj można zobaczyć przegląd naszych produktów:&nbsp;&nbsp;</p><p><strong>▶️<a href=""https://www.youtube.com/watch?v=IlMY5uKxXgQ"" target=""_blank"">https://www.youtube.com/watch?v=IlMY5uKxXgQ</a></strong></p><p>&nbsp;</p><p>➡️ Finger bike BMX od <strong>TAIL WHIP®️</strong> to kieszonkowa wersja Twojego ulubionego roweru.</p><p>➡️ Dokładnie odtwarza połączenia, detale i wygląd zewnętrzny.</p><p>➡️ I tak, można nim sterować palcami, kręcić pedałami i wykonywać supertriki!</p><p>➡️ Ćwiczenie palców jest niezbędne nie tylko dla maluchów, ale również dla nastolatków i dorosłych wujków oraz cioci.</p><p>&nbsp;</p><p>Czy wiedzieliście o takich trenażerach do motoryki rąk jak <strong>fingerbike, fingerboard, fingerskate</strong>?</p><p>A może już macie całą kolekcję takich fingerów od <strong>TAIL WHIP®️</strong>?</p><p>&nbsp;</p><p>Tutaj można zobaczyć przegląd naszych produktów:&nbsp;&nbsp;</p><p><strong>▶️<a href=""https://www.youtube.com/watch?v=IlMY5uKxXgQ"" target=""_blank"">https://www.youtube.com/watch?v=IlMY5uKxXgQ</a></strong></p><p>&nbsp;</p><p><strong>Mini BMX to doskonały prezent dla dzieci, zabawka motoryczna wspierająca rozwijanie zdolności motorycznych, a także świetne uzupełnienie wystawy sklepowej lub dekoracji w kawiarni</strong></p></div>","<div class=""item item-6""><p>Fingerbike BMX TAILWHIP®️ Metal</p><p>It was created by the young and popular brand TAILWHIP®️. Our toys can be disassembled and reassembled. You can also use additional accessories in a different color to personalize your bike, just like real professionals do.</p><p>⭐Fingerbike BMX Set; PROFESSIONAL Fingerbike BMX TAILWHIP®️ metal, metal fork, metal wheels with real rubber tires, metal pegs complete set</p><p>⭐Miniature Fun: Enjoy the thrill of performing amazing Tailwhip tricks at your fingertips.</p><p>⭐Realistic Design: Featuring a realistic BMX bike model in amazing colors for street tricks, real tricks, real slides.</p><p>⭐Portable and Fun: Take it with you everywhere and have endless fun on the go.</p><p>⭐Great Gift Idea: Perfect for extreme sports enthusiasts and those looking for a unique surprise gift.</p><p>Here you can see an overview of our products:</p><p>▶️https://www.youtube.com/watch?v=IlMY5uKxXgQ</p><p>Finger bmx set TAILWHIP®️ includes:</p><p>✔️ Mini Bike✔️ 2 wheels in a different color✔️ 2 grips in a different color✔️ 4 metal BMX pegs✔️ assembly tool✔️ sticker</p><p>Toy bmx, cast bike model in 1:18, fingerbike metal, great gift, with a nice-looking retail box.</p><p>Here you can see an overview of our products:</p><p>▶️https://www.youtube.com/watch?v=IlMY5uKxXgQ</p><p>⚡REAL BIKES, EXTRAORDINARY TRICKS - practice to perform unreal tricks on toy dirt bikes, amazing stunts, including tail whips, flick tricks, and much more for your friends!</p><p>⚡PERFECT GIFT - finger bmx bikes are the perfect gift for kids to develop their motor skills, hand-eye coordination, and increase curiosity. These are very cute toys that can be disassembled, reconfigured, tire-swapped, and played with fingers.</p><p>⚡Fingerbike mini bike TAILWHIP®️ provides lots of fun while learning and performing finger tricks.</p><ul>set intended for children from 6 years old dimensions of the BMX: 11 x 7 x 4.5 cm package dimensions: 19 x 14 x 5.5 cm</ul><p>Here you can see an overview of our products:</p><p>▶️https://www.youtube.com/watch?v=IlMY5uKxXgQ</p><p>➡️ Finger bike BMX from TAIL WHIP®️ is a pocket-sized version of your favorite bike.</p><p>➡️ It accurately reproduces the connections, details, and exterior appearance.</p><p>➡️ And yes, it can be controlled with fingers, pedals can be spun, and super tricks can be performed!</p><p>➡️ Finger exercise is essential not only for toddlers but also for teenagers and adult uncles and aunts.</p><p>Did you know about such hand motor skills trainers as fingerbike, fingerboard, fingerskate?</p><p>Or maybe you already have a whole collection of such fingers from TAIL WHIP®️?</p><p>Here you can see an overview of our products:</p><p>▶️https://www.youtube.com/watch?v=IlMY5uKxXgQ</p><p>Mini BMX is an excellent gift for children, a motor skills toy supporting the development of motor abilities, and also a great addition to a shop display or decoration in a café.</p><p>➡️ Finger bike BMX od <strong>TAIL WHIP®️</strong> to kieszonkowa wersja Twojego ulubionego roweru.</p><p>➡️ Dokładnie odtwarza połączenia, detale i wygląd zewnętrzny.</p><p>➡️ I tak, można nim sterować palcami, kręcić pedałami i wykonywać supertriki!</p><p>➡️ Ćwiczenie palców jest niezbędne nie tylko dla maluchów, ale również dla nastolatków i dorosłych wujków oraz cioci.</p><p> </p><p>Czy wiedzieliście o takich trenażerach do motoryki rąk jak <strong>fingerbike, fingerboard, fingerskate</strong>?</p><p>A może już macie całą kolekcję takich fingerów od <strong>TAIL WHIP®️</strong>?</p><p> </p><p>Tutaj można zobaczyć przegląd naszych produktów:  </p><p><strong>▶️<a href=""https://www.youtube.com/watch?v=IlMY5uKxXgQ"" target=""_blank"">https://www.youtube.com/watch?v=IlMY5uKxXgQ</a></strong></p><p> </p><p><strong>Mini BMX to doskonały prezent dla dzieci, zabawka motoryczna wspierająca rozwijanie zdolności motorycznych, a także świetne uzupełnienie wystawy sklepowej lub dekoracji w kawiarni</strong></p></div>"
"{""contentId"":""2bea15cf-42d7-43fc-b8e0-145799f5ffda"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<h2 class=""font_4"">Adres do doreczeń</h2>","<h2 class=""font_4"">Address for service</h2>"
"{""contentId"":""28e5498a-c426-4e37-8869-fb60ba41c3a8"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<h3 class=""font_3""><span><a dataquery=""LINK_3"">Regulamin sklepu internetowego</a> / <a dataquery=""LINK_0"">Polityka wysyłki</a>&nbsp; /&nbsp;<a dataquery=""LINK_1"">Polityka zwrot&oacute;w i refundacj</a> /&nbsp;<a dataquery=""LINK_2"">Polityka plik&oacute;w cookie</a></span></h3>","<h3 class=""font_3""><span><a dataquery=""LINK_3"">Regulamin sklepu internetowego</a> / <a dataquery=""LINK_0"">Polityka wysyłki</a>&nbsp; /&nbsp;<a dataquery=""LINK_1"">Polityka zwrot&oacute;w i refundacj</a> /&nbsp;<a dataquery=""LINK_2"">Polityka plik&oacute;w cookie</a></span></h3>"
"{""contentId"":""2c3d1f17-c322-4976-9685-ed123431bacb"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Fingerboard Buty TAILWHIP, Finger Sneakers Pikachiu, Akcesoria dla Dzieci","Fingerboard Shoes TAILWHIP, Finger Sneakers Pikachu, Accessories for Kids"
"{""contentId"":""2c3d1f17-c322-4976-9685-ed123431bacb"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"<div class=""item item-6""><p><strong>Finger Sneakers TAILWHIP Pikachiu</strong></p><p>Zostały stworzone przez młodą i popularną markę <strong>TAILWHIP</strong>.</p><p>Odkryj najnowszą atrakcję dla miłośników fingerboard i nie tylko - Mini Buty na Palce! Te niezwykle realistyczne mini sneakersy są doskonałym dodatkiem do Twojej kolekcji fingerboard, czy jako oryginalny breloczek. Wykonane z najwyższej jakości materiałów, te miniaturowe buty zachwycają szczegółowością i autentycznością.</p><p>⭐ <strong>Realistyczny Design</strong>: Odtworzone z niezwykłą precyzją, te mini sneakersy wyglądają jak ich pełnowymiarowe odpowiedniki. Idealne dla fanów streetwearu i sneakerheadów.</p><p>⭐<strong>Wielofunkcyjność</strong>: Świetnie sprawdzą się jako urocze buty dla lalek, akcesoria do fingerboard, a nawet jako breloczki po dodaniu łańcuszka.</p><p>⭐<strong>Przenośne i Bezpieczne</strong>: Ich niewielki rozmiar umożliwia łatwe przenoszenie. Możesz zabrać je wszędzie, dodając stylu swojej torbie sportowej, plecaku czy kluczom.</p><p>⭐<strong>Idealne na Prezent</strong>: Czy to dla kolekcjonera sneakerów, miłośnika miniatur, czy jako edukacyjna zabawka dla dzieci, te mini buty to doskonały wybór na każdą okazję</p><p>⭐<strong>Zestaw</strong>: Każdy zestaw zawiera parę miniaturowych butów ze sznurówkami, które można regulować dla lepszego dopasowania.</p><p><br>Ze względu na ich miniaturowy rozmiar, buty są precyzyjnie wykonane, co oznacza, że są tak unikatowe jak prawdziwe sneakersy.</p><p>Finger Buty na Palce TAILWHIP to idealny prezent w ładnie wyglądającym opakowaniu detalicznym.</p><p>zestaw przeznaczony&nbsp;<strong>dla dzieci od 6 roku życia</strong><br>wymiary buta:&nbsp;&nbsp;3 x 1.5 cm</p></div>","<div class=""item item-6""><p>Finger Sneakers TAILWHIP Pikachiu</p><p>Created by the young and popular brand TAILWHIP.</p><p>Discover the latest attraction for fingerboard enthusiasts and more - Mini Finger Shoes! These incredibly realistic mini sneakers are a perfect addition to your fingerboard collection or as an original keychain. Made from the highest quality materials, these miniature shoes impress with their detail and authenticity.</p><p>⭐Realistic Design: Recreated with extraordinary precision, these mini sneakers look like their full-sized counterparts. Perfect for streetwear fans and sneakerheads.</p><p>⭐Multifunctionality: They work great as cute shoes for dolls, fingerboard accessories, or even as keychains when you add a chain.</p><p>⭐Portable and Safe: Their small size allows for easy portability. You can take them anywhere, adding style to your sports bag, backpack, or keys.</p><p>⭐Perfect for a Gift: Whether for a sneaker collector, miniature enthusiast, or as an educational toy for children, these mini shoes are an excellent choice for any occasion.</p><p>⭐Set: Each set includes a pair of miniature shoes with laces that can be adjusted for a better fit.</p><p>Due to their miniature size, the shoes are precisely crafted, meaning they are as unique as real sneakers.</p><p>Finger Mini Shoes TAIL WHIP are the perfect gift in a nicely looking retail package.</p><p>set intended for children from 6 years old shoe dimensions: 3 x 1.5 cm</p></div>"
"{""contentId"":""91fe0a21-3a93-463e-8f80-0911352118a3"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_8""><span style=""font-weight:bold"">Witamy w naszym skateparku!</span></p>

<p class=""font_8""><br />
Jesteśmy zespołem entuzjast&oacute;w TAILWHIP, kt&oacute;rzy przekształcili swoją miłość do miniaturowych desek w biznes. Tworzymy wysokiej jakości fingerboardy i akcesoria, by inspirować ludzi w każdym wieku do kreatywnej zabawy.</p>

<p class=""font_8""><span class=""wixGuard"">​</span></p>

<p class=""font_8""><span style=""font-weight:bold"">Co wyr&oacute;żnia naszą stronę?</span></p>

<p class=""font_8""><br />
To nie tylko miejsce zakup&oacute;w, ale społeczność. Dzielimy się nowościami, organizujemy konkursy i promocje, łącząc wszystkich, kt&oacute;rzy kochają fingerboarding.</p>

<p class=""font_8""><span class=""wixGuard"">​</span></p>

<p class=""font_8""><span style=""font-weight:bold"">Dołącz do nas &mdash; jedźmy i tw&oacute;rzmy razem!</span></p>","<p class=""font_8"">Welcome to our skatepark!</p>
<p class=""font_8"">We are a team of TAILWHIP enthusiasts who have turned their love for miniature boards into a business. We create high-quality fingerboards and accessories to inspire people of all ages to engage in creative play.</p>
<p class=""font_8"">​</p>
<p class=""font_8"">What sets our site apart?</p>
<p class=""font_8"">It's not just a shopping place, but a community. We share news, organize contests and promotions, bringing together everyone who loves fingerboarding.</p>
<p class=""font_8"">​</p>
<p class=""font_8"">Join us — let's ride and create together!</p>"
