"ID (do not edit)","Content type","Element type","Source language (PL)","Target language (EN)"
"{""contentId"":""3c38211c-7eb5-4c43-b6df-aece91443b67"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Tajski Niebieski Balsam Wangprom Blue Balm na ból, żylaki i opuchliznę 50g",
"{""contentId"":""3c38211c-7eb5-4c43-b6df-aece91443b67"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","
<div class=""item item-12"">

<h2>Tajski Balsam Wangprom Blue Balm z klitorią trójdzielną | Ziołowy chłodzący balsam z mentolem, kamforą i borneolem | Wangprom Herbal Blue Balm 50 g</h2>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Opis produktu:</b></p><p>Tajski balsam chłodzący Wangprom Blue Balm to w 100% naturalny produkt ziołowy, opracowany na podstawie starożytnych receptur medycyny ludowej Tajlandii przez renomowaną firmę Wangprom Herb, działającą od 1993 roku. Balsam posiada szerokie zastosowanie — od leczenia objawów przeziębienia i migreny po łagodzenie objawów żylaków i bólów mięśniowych. Niezastąpiony zarówno w domowej apteczce, jak i w terapii masażu.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Działanie balsamu Wangprom Blue Balm:</b></p><ul><li>✅ łagodzi objawy przeziębienia, zatkanego nosa, kaszlu, grypy;</li><li>✅ redukuje zawroty głowy, bóle głowy i migreny;</li><li>✅ przynosi ulgę przy żylakach, obrzękach i uczuciu ciężkości nóg;</li><li>✅ poprawia krążenie krwi i redukuje „pajączki”;</li><li>✅ łagodzi bóle stawów, mięśni, reumatyzm, artretyzm;</li><li>✅ działa chłodząco i odświeżająco – idealny przy zmęczeniu i napięciu;</li><li>✅ można stosować przy masażu karku, nóg i stóp;</li><li>✅ może być stosowany do inhalacji przy pierwszych objawach infekcji.</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Skład (na 75,20 g):</b></p><ul><li>Mentol – 20 g (działa chłodząco, odprężająco, łagodzi ból mięśni i naczyń krwionośnych);</li><li>Borneol – 15 g (naturalny środek rozgrzewający i przeciwzapalny);</li><li>Kamfora – 10 g (działa miejscowo przeciwbólowo i przeciwobrzękowo);</li><li>Olej z goździków – 50% (silne właściwości antyseptyczne, przeciwzapalne i przeciwbólowe);</li><li>Clitoria ternatea (klitoria trójdzielna) – 10% (naturalny przeciwutleniacz, wspiera krążenie i regenerację tkanek);</li><li>Olej paczuli – 8% (działa kojąco, regenerująco i antybakteryjnie);</li><li>Wazelina – baza balsamu.</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Sposób użycia:</b></p>
<ul>
<li>Nanieść niewielką ilość balsamu na wybrane miejsce i delikatnie wmasować aż do całkowitego wchłonięcia.</li>
<li>Przy przeziębieniu: rozetrzeć nad górną wargą lub na klatce piersiowej. Dla efektu inhalacji – dodać do gorącej wody i wdychać parę.</li>
<li>Przy żylakach: stosować na nogi 2 razy dziennie, delikatnie masując.</li>
<li>Przy zmęczeniu: stosować na kark, ramiona, plecy lub stopy jako środek relaksujący.</li>
</ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Środki ostrożności:</p>
<ul>
<li>Do użytku zewnętrznego.</li>
<li>Nie stosować na uszkodzoną skórę ani błony śluzowe.</li>
<li>Nie stosować u dzieci poniżej 2. roku życia.</li>
<li>Unikać kontaktu z oczami.</li>
<li>Kobiety w ciąży i karmiące powinny skonsultować się z lekarzem przed użyciem.</li>
<li>Przechowywać w chłodnym i suchym miejscu, z dala od promieni słonecznych i dzieci.</li>
</ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>✅<b> Wskazania do stosowania:</b></p><ul><li>przeziębienie, katar, zatkany nos, kaszel</li><li>migrena, bóle głowy, zawroty głowy</li><li>reumatyzm, artretyzm, bóle stawów i mięśni</li><li>napięcie mięśni, zmęczenie, stres</li><li>żylaki, „pajączki”, ciężkość nóg</li></ul><p><b>Warunki przechowywania:</b></p><p>Przechowywać w temperaturze pokojowej, w suchym miejscu, z dala od bezpośredniego światła słonecznego.</p><p><b>Opakowanie</b>:&nbsp;Szklany słoiczek 50 g z kartonowym pudełkiem.</p><p><b>Waga:</b> 50g</p><p><b>Kraj pochodzenia:</b> Tajlandia - <b>ORYGINALNY</b></p>

</div>


<div class=""item item-12"">

<p>Wangprom Herb to lider wśród producentów tradycyjnych tajskich preparatów ziołowych. Marka cieszy się ogromnym zaufaniem w Tajlandii i poza jej granicami. Wybierz naturalną moc ziół w walce z codziennymi dolegliwościami – wybierz Wangprom Blue Balm.</p>

</div>
",
"{""contentId"":""045ce6a1-7b63-43a8-bf71-de99b0ed4887"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Tajska Oryginalna Naturalna Trawiasta Pasta do Zębów Thipniyom, 160g",
"{""contentId"":""045ce6a1-7b63-43a8-bf71-de99b0ed4887"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","
<div class=""item item-12"">

<h2>Tajska Oryginalna Naturalna Trawiasta Pasta do Zębów Thipniyom</h2><p>Pasta Thipniyom to w 100% naturalny produkt, który skutecznie oczyszcza zęby i usuwa nalot, zapobiegając powstawaniu kamienia nazębnego. Dzięki roślinnym składnikom, pasta wspomaga zdrowie dziąseł, zmniejsza ich krwawienie i łagodzi stany zapalne. Jej regularne stosowanie zapewnia długotrwałą świeżość oddechu oraz przyczynia się do utrzymania zdrowia jamy ustnej.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>THIPNIYOM Original Thai Herbal Toothpaste, 160g</b></p><p><b>Korzyści:</b></p><ul><li>Skutecznie usuwa nalot i zapobiega kamieniowi nazębnemu</li><li>Wspomaga zdrowie dziąseł, zmniejszając ich krwawienie</li><li>Usuwa ciemny osad na zębach od kawy i tytoniu.</li><li>Łagodzi stany zapalne i przywraca świeży oddech</li><li>W 100% naturalna formuła</li></ul><p><b>Idealna do:</b></p><ul><li>Codziennego oczyszczania zębów i jamy ustnej</li><li>Zdrowia dziąseł i zapobiegania chorobom przyzębia</li><li>Ochrony przed kamieniem nazębnym</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Nie zawiera żadnych konserwantów ani sztucznych barwników.</b></p><p><b>Składniki:</b></p><p><b>Węglan wapnia</b> – substancja polerująca, bierze udział w procesie nasycania tkanek zębowych mikroelementami, zapobiega rozwojowi próchnicy. Pozytywny wpływ wapnia zawartego w paście do zębów na próchnicę oraz zwiększenie skuteczności fluoru zostały naukowo udowodnione.</p><p><b>Sorbitol</b> – ciekły sorbitol wprowadza się do składu pasty, aby zapobiec jej przedwczesnemu wysychaniu. Jest to substancja całkowicie nieszkodliwa dla organizmu.</p><p><b>Gliceryna</b> – roślinna gliceryna chroni pastę przed wysychaniem i pomaga skutecznie usuwać osad z zębów oraz wybielać je.</p><p><b>Soda oczyszczona</b> – tworzy wyraźnie zasadowe środowisko, które zwiększa buforową pojemność śliny. Tworząc roztwór hipertoniczny w jamie ustnej, soda wspomaga odpływ płynów z obrzękniętych tkanek przyzębia. Ziołową pastę do zębów „Thipniyom” można polecić pacjentom w celu zmniejszenia obrzęku błony śluzowej i dziąseł, osobom z tendencją do zwiększonego osadzania się nalotu, a także miłośnikom smaku sody.</p><p><b>Różne ekstrakty roślinne</b> – goździk, mirra (żywica aromatyczna), szałwia i rumianek.</p>

</div>
",
"{""contentId"":""5a42813b-f6d1-4c78-8b98-1019bb6bcdef"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Tajski Ginkgo Biloba na pamięć, koncentrację i krążenie krwi - 100 kapsułek",
"{""contentId"":""5a42813b-f6d1-4c78-8b98-1019bb6bcdef"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","
<div class=""item item-12"">

<h2>Tajskie ORYGINALNY kapsułki Ginkgo Biloba – Thanyaporn Herbs – 100 szt.</h2>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Naturalny preparat roślinny na poprawę pamięci, koncentracji i krążenia krwi</p>
<p>Tajskie kapsułki Ginkgo Biloba od producenta Thanyaporn Herbs to wyjątkowy preparat ziołowy, stworzony na bazie ekstraktu z liści drzewa Ginkgo Biloba. Ten składnik od wieków wykorzystywany jest w tradycyjnej medycynie azjatyckiej ze względu na swoje korzystne działanie na mózg, układ krążenia i układ nerwowy.</p>
<p></p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>�<b> Właściwości:</b></p>
<ul>
<li>Poprawa pamięci i koncentracji – wspomaga funkcje poznawcze, ułatwia naukę, myślenie i skupienie.</li>
<li>Pobudzenie krążenia krwi – rozszerza naczynia krwionośne, poprawia mikrokrążenie i dotlenienie mózgu.</li>
<li>Działanie antyoksydacyjne – chroni komórki przed wolnymi rodnikami, spowalnia starzenie i wspiera profilaktykę chorób neurodegeneracyjnych.</li>
<li>Wzmocnienie układu nerwowego – zmniejsza napięcie, poprawia jakość snu, niweluje uczucie przewlekłego zmęczenia.</li>
<li>Wsparcie dla serca i naczyń krwionośnych – zmniejsza ryzyko zakrzepów, wspomaga profilaktykę udarów i zawałów.</li>
</ul>
<p>Ginkgo Biloba (miłorząb dwuklapowy) to jedno z najstarszych drzew na świecie. Ekstrakt z jego liści wykazuje szereg korzystnych działań, dlatego znalazł zastosowanie w medycynie naturalnej jako tonik mózgowy i środek wspierający zdrowe starzenie.</p>
<p></p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>�<b> Skład:</b></p><p>100% ekstrakt z liści Ginkgo Biloba (Ginkgo biloba)</p><p><b>Zawartość opakowania:</b></p><p>100 kapsułek</p><p><b>Sposób użycia:</b></p><p>2 kapsułki 3 razy dziennie po posiłku</p><p>⚠️ <b>Środki ostrożności:</b></p><ul><li>Nie przekraczać zalecanej porcji do spożycia.</li><li>Przechowywać w suchym, chłodnym miejscu, z dala od promieni słonecznych i poza zasięgiem dzieci.</li></ul><p>❌<b> Przeciwwskazania:</b></p><p>Nadwrażliwość na składniki produktu.</p><p>? <b>Wyprodukowano w Tajlandii - ORYGINALNY</b></p><p>Marka: Thanyaporn Herbs</p>

</div>
",
"{""contentId"":""5d785e12-b8b4-4c58-a856-a86c8e871d65"",""fieldId"":""wix.ecom.delivery.v1.ShippingOption.title"",""sequencePath"":[]}","TEXT","wix.ecom.delivery.v1.ShippingOption","Domestic shipping",
"{""contentId"":""5d785e12-b8b4-4c58-a856-a86c8e871d65"",""fieldId"":""wix.ecom.delivery.v1.ShippingOption.estimateDeliveryTime"",""sequencePath"":[]}","TEXT","wix.ecom.delivery.v1.ShippingOption","3",
"{""contentId"":""15037dd6-0480-4393-a763-3808f8a21389"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Tajska Naturalna Pasta do Zębów ziołowa, wybielająca, bez chemii , 80g",
"{""contentId"":""15037dd6-0480-4393-a763-3808f8a21389"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","
<div class=""item item-12"">

<h2>Tajska pasta do zębów Punchalee Thai Herb, 80g – Naturalna, ziołowa, wybielająca, bez chemiii</h2>

</div>


<div class=""item item-12"">

<p><b>Opis produktu:</b></p><p>Punchalee Thai Herb Toothpaste to w 100% naturalna, ziołowa pasta do zębów prosto z Tajlandii, opracowana na bazie tradycyjnej receptury. Zawiera tylko organiczne składniki roślinne i nie zawiera sztucznych barwników, aromatów ani słodzików.</p><p>Idealna do codziennej pielęgnacji jamy ustnej – skutecznie usuwa osad, kamień nazębny i przebarwienia po kawie, herbacie czy paleniu papierosów. Dzięki silnym właściwościom antybakteryjnym, łagodzi zapalenia dziąseł, redukuje nieświeży oddech i pomaga w leczeniu drobnych dolegliwości bólowych zębów.</p><p><b>Działanie:</b></p><ul><li>Łagodzi ból zęba, infekcje dziąseł i stany zapalne</li><li>Przeciwdziała próchnicy i kamieniowi nazębnemu</li><li>Wybiela zęby i nadaje im naturalny blask</li><li>Odświeża oddech na długi czas</li><li>Działa antyseptycznie i oczyszczająco</li></ul><p><b>Skład (Main Ingredients):</b></p><ul><li>Borneol</li><li>Kamfora (Camphor)</li><li>Mentol</li><li>Goździki (Clove)</li><li>Olejek paczulowy (Patchouli Oil)</li><li>Naturalne ekstrakty roślinne</li><li>Węglan wapnia (Calcium carbonate)</li><li>Soda oczyszczona (Baking soda)</li><li>Bez konserwantów i chemii!</li></ul><p><b>Sposób użycia (Direction):</b></p><p>Używać dwa razy dziennie lub po każdym posiłku. Nabierz odrobinę pasty suchą szczoteczką, wykonując delikatne okrężne ruchy po powierzchni pasty – wystarczy ilość wielkości zielonego groszku. Następnie szczotkuj zęby delikatnymi, masującymi ruchami.</p><p><b>Środki ostrożności (Caution):</b></p><ul><li>Nie połykać</li><li>Przechowywać z dala od dzieci</li><li>Nie stosować w przypadku alergii na którykolwiek ze składników</li><li>W przypadku wystąpienia podrażnień – przerwać stosowanie i skontaktować się z lekarzem</li></ul><p>Pojemność: 80g</p><p>Producent: Point Cosmetics Co., Ltd., Tajlandia - <b>ORYGINALNY</b></p>

</div>
",
"{""contentId"":""23ec4e61-08f7-4b87-a60a-cf460407ce09"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Tajska Maska do rąk Cathy Doll z winogronami - 2% kwasu hialuronowego, 60g",
"{""contentId"":""23ec4e61-08f7-4b87-a60a-cf460407ce09"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","
<div class=""item item-12"">

<p>Tajska ORYGINALNA maseczka do rąk Cathy Doll 2% Hyaluron Grape Jelly – skoncentrowana pielęgnacja, która działa jak woda, szybko się wchłania i nie pozostawia lepkiego filmu!</p>

</div>


<div class=""item item-12"">

<p>� Pojemność: 60 g</p><p>? Produkt oryginalny, prosto z Tajlandii</p><p>? Zapach: winogronowa galaretka (grape jelly)</p><p><b>? Dlaczego warto?</b></p><p>Cathy Doll 2% Hyaluron Hand Mask Grape Jelly to krem-maska o wyjątkowej, wodnistej konsystencji, która błyskawicznie się wchłania, nie pozostawiając lepkiej warstwy. To intensywna pielęgnacja dla suchych, szorstkich i zmęczonych dłoni.</p><p>? Nawilżenie i regeneracja – zawiera 2% kwasu hialuronowego, który intensywnie nawilża, zmiękcza i wygładza skórę.</p><p>? Ekstrakt z pestek winogron – silny przeciwutleniacz, który ujędrnia, rozświetla i chroni skórę przed starzeniem.</p><p>? Ekstrakt z portulaki pospolitej – koi, regeneruje, wspomaga odnowę naskórka.</p><p>Efekt? Gładkie, miękkie i promienne dłonie – już po pierwszym użyciu!</p><p><b>✨ Korzyści ze stosowania:</b></p><ul><li>Redukuje zmarszczki i oznaki starzenia skóry</li><li>Intensywnie nawilża i przywraca elastyczność</li><li>Wygładza i zmiękcza suchą, szorstką skórę</li><li>Odżywia paznokcie i skórki</li><li>Nadaje skórze zdrowy, promienny wygląd</li><li>Przyjemny, owocowy zapach umila codzienną pielęgnację</li></ul><p><b>? Jak stosować:</b></p><ol><li>Odkręć zakrętkę i wyciśnij odpowiednią ilość maski na dłoń.</li><li>Rozprowadź dokładnie na dłoniach i paznokciach.</li><li>Stosuj regularnie, aby przywrócić skórze miękkość, nawilżenie i zdrowy wygląd.</li><li>Po użyciu dobrze zamknij tubkę.</li></ol><p><b>? Skład (INCI):</b></p><p>Water, Glycerin, Cyclopentasiloxane, Propylene Glycol, Betaine, Cyclohexasiloxane, Sodium Hyaluronate, Magnesium Sulfate, PEG-10 Dimethicone, Phenoxyethanol, Fragrance, Vitis Vinifera (Grape) Fruit Extract, Portulaca Oleracea Extract, 1,2-Hexanediol, Disodium EDTA, CI 17200, CI 42090.</p><p><b>⚠️ Środki ostrożności:</b></p><ul><li>Produkt tylko do użytku zewnętrznego.</li><li>W przypadku wystąpienia podrażnienia, przerwać stosowanie i skonsultować się z lekarzem.</li><li>Trzymać z dala od dzieci.</li><li>Przechowywać w chłodnym, suchym miejscu.</li></ul>

</div>
",
"{""contentId"":""57538189-4dfa-425b-ada8-878b4a8beaf9"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Tajski Zielony Balsam z Tłuszczem Krokodyla Royal Thai Herb, 50g",
"{""contentId"":""57538189-4dfa-425b-ada8-878b4a8beaf9"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","
<div class=""item item-12"">

<h2>Tajski Zielony Balsam z Tłuszczem Krokodyla Royal Thai Herb, 50g</h2><p>Tajski zielony balsam Royal Thai Herb z tłuszczem krokodyla to naturalna maść o działaniu regenerującym i chłodzącym. Pomaga łagodzić bóle mięśniowe, zmniejszać stany zapalne i wspierać procesy gojenia. Idealny do masażu relaksacyjnego oraz stosowania po wysiłku fizycznym.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Balsam Royal Thai Herb z tłuszczem krokodyla jest doskonałym wyborem dla osób poszukujących skutecznego sposobu na regenerację mięśni.</p><p><b>Zalety balsamu Royal Thai Herb:</b></p><ul><li>Działa chłodząco i przeciwbólowo</li><li>Łagodzi bóle mięśniowe i stawowe</li><li>Naturalne składniki roślinne</li><li>Wspiera regenerację skóry</li><li>Idealny do masażu regeneracyjnego</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Kluczowe składniki i ich działanie:</b></p><ul><li><b>Tłuszcz krokodyla</b> – wspomaga regenerację skóry i działa przeciwzapalnie.</li><li><b>Mentol</b> – zapewnia efekt chłodzenia i łagodzi ból.</li><li><b>Olejek eukaliptusowy</b> – poprawia krążenie i zmniejsza napięcie mięśniowe.</li><li><b>Kamfora</b> – działa przeciwbólowo i przeciwzapalnie.</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Sposób użycia:</b></p><p>Niewielką ilość balsamu nanieść na skórę i delikatnie wmasować. Stosować 2-3 razy dziennie.</p><p><b>Skład:</b> Tłuszcz krokodyla, mentol, olejek eukaliptusowy, kamfora, inne naturalne składniki.</p><p><b>Środki ostrożności:</b> Unikać kontaktu z oczami i błonami śluzowymi. Nie stosować u dzieci poniżej 3. roku życia.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Warunki przechowywania:</b></p><p>Przechowywać w temperaturze pokojowej, w suchym miejscu, z dala od bezpośredniego światła słonecznego.</p><p><b>Waga:</b> 50g</p><p><b>Kraj pochodzenia:</b> Tajlandia</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">
</div>
",
"{""contentId"":""49641931-0ca1-4acf-9923-0884362fd9c5"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Oryginalny Tajski Krem NAMMAN Muay Cream, Obezboliwający Rozgrzewający, 60g",
"{""contentId"":""49641931-0ca1-4acf-9923-0884362fd9c5"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","
<div class=""item item-12"">

<h1>Krem NAMMAN Muay Cream, 60g</h1><p>Oryginalny Tajski Krem Muay Cream to tajski produkt, który stosowany jest zarówno przed treningiem, jak i po nim, aby rozgrzać mięśnie, przygotować ciało do wysiłku i pomóc w regeneracji po intensywnych ćwiczeniach. Dzięki naturalnym składnikom, krem łagodzi bóle mięśniowe, stawy i napięcia, a także pomaga w szybkim powrocie do formy po dużym wysiłku fizycznym. Jego intensywne działanie sprawia, że jest popularnym wyborem wśród profesjonalnych sportowców, zwłaszcza bokserów.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Korzyści:</b></p><ul><li>Rozgrzewa mięśnie przed wysiłkiem fizycznym</li><li>Pomaga w regeneracji mięśni i tkanek po treningu</li><li>Łagodzi bóle mięśniowe i stawowe</li><li>Idealny do stosowania przy napięciach i kontuzjach</li></ul><p><b>Idealny do:</b></p><ul><li>Stosowania przed i po treningu</li><li>Łagodzenia bólu i napięcia mięśniowego</li><li>Przyspieszania regeneracji po dużych obciążeniach fizycznych</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Zastosowanie</b>:</p><p>• Maść należy nakładać 2-3 razy dziennie na problematyczne miejsca. Wcierać ruchami masującymi przez 2-3 minuty.</p><p>• W przypadku urazów – wcierać balsam w uszkodzone obszary 2-4 razy dziennie.</p><p>• Stosować na pół godziny przed i po treningu – ma działanie rozgrzewające i przeciwbólowe, co czyni ją odpowiednią do intensywnych treningów.</p><p>• Nie zmywać! W kontakcie z wodą efekt rozgrzewający się nasila. W takim przypadku należy usunąć balsam suchą papierową serwetką, nałożyć dowolny olejek, jeszcze raz osuszyć i zastosować żel z aloesu lub inny łagodzący krem albo olejek.</p><p>Maść szybko się wchłania, nie pozostawiając tłustej warstwy ani efektu lepkości.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<h2>Oryginalny Krem tajski Namman Muay 60 g</h2><p><b>Krem tajski Namman Muay</b>&nbsp;o początkowych regeneracyjnych do jednego z najpopularniejszych produktów wśród osób trenujących sztukę walki.</p><p><b>Poprawa krążenia krwi.</b></p><p>Wykorzystywany do masażu mięśni przed i po aktywności w celu przestrzegania „rozgrzanych mięśni”, tym samym należy przestrzegać&nbsp;<b>ochrony przed urazami i kontuzjami</b></p><p>Kosmetyk dostarcza natychmiastową ulgę. Namman Muay produkcyjne produkty w Tajlandii.</p><p><b>✅ Pojemność</b> : 60 g</p><p><b>✅ Opakowanie</b>&nbsp;: Tubka</p><p><b>✅ Wyprodukowano w </b>:<b> </b>Tajlandia</p>

</div>


<div class=""item item-12"">
</div>


<div class=""item item-12"">
</div>
",
"{""contentId"":""4a64cda0-39ee-4f39-8d1a-ad9c72221434"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Tajski Serum Prebiotic Anti-Acne do twarzy na niedoskonałości skóry 30 ml",
"{""contentId"":""4a64cda0-39ee-4f39-8d1a-ad9c72221434"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","
<div class=""item item-12"">

<h1>Serum przeciwtrądzikowe z prebiotykami, niacynamidem i kwasem hialuronowym - CURA-MD Prebiotic Anti-Acne Super Serum 30 ml</h1>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Profesjonalne serum CURA-MD zostało opracowane specjalnie z myślą o cerze tłustej, mieszanej i problematycznej. Dzięki nowoczesnej formule z kompleksem AC COMPLEX™, prebiotykami, kwasem hialuronowym i witaminą B3, serum:</p>
<p>✔️ Zmniejsza wypryski i stany zapalne</p>
<p>✔️ Zwęża rozszerzone pory</p>
<p>✔️ Głęboko nawilża i odbudowuje barierę ochronną skóry</p>
<p>✔️ Rozjaśnia przebarwienia potrądzikowe</p>
<p>✔️ Nadaje się do każdego rodzaju skóry</p>
<p></p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Składniki aktywne:</p>
<ul>
<li>Kwas hialuronowy – intensywne nawilżenie</li>
<li>Niacynamid (witamina B3) – regeneracja, rozjaśnianie, poprawa struktury skóry</li>
<li>Kwas salicylowy – oczyszczanie porów, zapobieganie niedoskonałościom</li>
<li>Prebiotic Isolation – wsparcie dla naturalnego mikrobiomu skóry</li>
</ul>
<p>Efekty stosowania:</p>
<ul>
<li>Regulacja wydzielania sebum</li>
<li>Widoczne zmniejszenie wyprysków i zaczerwienień</li>
<li>Poprawa struktury i kolorytu skóry</li>
<li>Nawilżenie i ochrona przed czynnikami zewnętrznymi</li>
</ul>
<p></p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Sposób użycia:</p><p>Stosować na oczyszczoną skórę twarzy rano i wieczorem (2 razy dziennie). Delikatnie wmasować aż do całkowitego wchłonięcia.</p><p>Opakowanie:</p><p>Szklana butelka z pompką, zapakowana w indywidualne kartonowe pudełko</p><p>Ilość: 1 sztuka</p><p>Pojemność: 30 ml</p><p>Kraj pochodzenia: Tajlandia</p><p>Nie zawiera: alkoholu, parabenów</p><p>Testowany dermatologicznie</p><p>Środki ostrożności:</p><p>⚠️ Wyłącznie do użytku zewnętrznego</p><p>⚠️ Unikać kontaktu z oczami</p><p>⚠️ Przechowywać w miejscu niedostępnym dla dzieci</p><p>⚠️ Nie stosować u dzieci poniżej 3. roku życia</p><p>⚠️ W przypadku wystąpienia podrażnienia – przerwać stosowanie</p>

</div>
",
"{""contentId"":""4d06050d-f828-44a2-8366-174706fdac2d"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Tajski Żółty Balsam Wang Prom - Maść Rozgrzewająca 50g",
"{""contentId"":""4d06050d-f828-44a2-8366-174706fdac2d"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","
<div class=""item item-12"">

<h2>Tajski Żółty Balsam Wang Prom – Maść Rozgrzewająca 50g</h2><p>Tajski balsam Żółty Wang Prom to intensywnie rozgrzewająca maść, która pomaga w łagodzeniu bólów mięśniowych, stawowych oraz reumatycznych. Dzięki starannie dobranym naturalnym składnikom doskonale sprawdza się przy masażu regeneracyjnym i poprawia krążenie.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Balsam Żółty Wang Prom to doskonały wybór dla osób poszukujących maści o właściwościach rozgrzewających i przeciwbólowych.</p><p><b>Zalety balsamu Wang Prom:</b></p><ul><li>Silne działanie rozgrzewające</li><li>Łagodzi bóle mięśniowe i stawowe</li><li>Naturalne składniki roślinne</li><li>Poprawia krążenie krwi</li><li>Idealny do masażu regeneracyjnego</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Kluczowe składniki i ich działanie:</b></p><ul><li><b>Mentol</b> – zapewnia efekt rozgrzewający i łagodzi ból.</li><li><b>Olejek eukaliptusowy</b> – wspiera regenerację mięśni i poprawia krążenie.</li><li><b>Kamfora</b> – działa rozgrzewająco i przeciwzapalnie.</li><li><b>Olejek goździkowy</b> – wykazuje działanie antyseptyczne i rozluźniające.</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Sposób użycia:</b></p><p>Niewielką ilość balsamu nanieść na skórę i delikatnie wmasować. Stosować 2-3 razy dziennie.</p><p><b>Skład:</b> Mentol, olejek eukaliptusowy, kamfora, olejek goździkowy, inne naturalne składniki.</p><p><b>Środki ostrożności:</b> Unikać kontaktu z oczami i błonami śluzowymi. Nie stosować u dzieci poniżej 3. roku życia.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Warunki przechowywania:</b></p><p>Przechowywać w temperaturze pokojowej, w suchym miejscu, z dala od bezpośredniego światła słonecznego.</p><p><b>Waga:</b> 50g</p><p><b>Kraj pochodzenia:</b> Tajlandia</p>

</div>


<div class=""item item-12"">
</div>
",
"{""contentId"":""7fbdcb82-4c16-4bcc-801c-224acf23952a"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Tajski Niebieski Balsam Royal Thai Herb, Maść na Żylaki i Opuchliznę, 50g",
