"ID (do not edit)","Content type","Element type","Source language (PL)","Target language (DE)"
"{""contentId"":""f296cf26-4e61-4e1c-ac75-5e6de2d22ad8"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","<div class=""item item-6"">&nbsp;</div><div class=""item item-6""><p><b>Fingerbike BMX TAIL WHIP Metalowy Pro Wersja + Akcesoria</b></p><p>Została stworzona przez młodą i popularną markę&nbsp;<b>TAIL WHIP</b>.</p><p>Nasze mini rowery można rozłożyć i złożyć ponownie. Możesz też użyć dodatkowych akcesoriów w <b>innym kolorze</b>, aby spersonalizować swój rower, tak jak robią to prawdziwi profesjonaliści.</p><p>⭐ <b>Zestaw Fingerbike BMX</b>; PROFESJONALNY&nbsp;Fingerbike BMX TAILWHIP metalowy, metalowy widelec, metalowe kółka z oponami z prawdziwej gumy, pegi metalowe kompletny zestaw</p><p>⭐<b>Miniaturkowa Zabawa</b>: Ciesz się dreszczykiem emocji wykonując niesamowite sztuczki Tailwhip na wyciągnięcie ręki.</p><p>⭐<b>Realistyczny Design</b>: Prezentujący realistyczny model bike BMX do trików ulicznych, prawdziwe triki, prawdziwe ślizgi.</p><p>⭐<b>Przenośny i Zabawny</b>: Zabierz go ze sobą wszędzie i baw się bez końca w podróży.</p><p>⭐<b>Świetny Pomysł na Prezent</b>: Idealny dla entuzjastów sportów ekstremalnych i tych, którzy szukają unikalnego prezentu-niespodzianki.</p><p><b>Finger bmx zestaw&nbsp;</b><b>TAILWHIP</b><b> obejmuje:</b></p><ul>	<li>Mini Rowerek</li>	<li>2 koła w innym kolorze</li>	<li>2 gripy w innym kolorze</li>	<li>4 pegi BMX metalowe</li>	<li>narzędzie do montażu</li>	<li>naklejka</li></ul></div><div class=""item item-6"">&nbsp;</div><div class=""item item-6""><p><b>PRAWDZIWE ROWERY, NIEZWYKŁE TRIKI</b> - ćwicz, aby wykonywać nierealne triki na zabawkowych rowerach terenowych, niesamowite akrobacje, w tym tail whipy, flick triki i wiele więcej dla swoich przyjaciół!</p><p><b>IDEALNY PREZENT</b> - finger rower bmx są idealnym prezentem dla dzieci, aby mogły rozwijać swoje umiejętności motoryczne, koordynację ręka-oko i zwiększać ciekawość. Są to bardzo urocze zabawki, które można zdejmować, rekonfigurować, wymieniać opony, którymi można bawić się palcami.</p><p>Fingerbike mini rowerek<b> TAILWHIP</b> bmx mini dają mnóstwo zabawy podczas&nbsp;<b>nauki i wykonywania trików palcami.</b></p><p>Zabawkowy bmx, odlewany model roweru w 1:18, fingerbike metal, finger pro, wspaniały prezent, z ładnie wyglądającym pudełkiem detalicznym.</p><ul>	<li>zestaw przeznaczony&nbsp;<b>dla dzieci od 6 roku życia</b></li>	<li>wymiary BMX'a:&nbsp; 11 x 7 x 4,5 cm</li>	<li>wymiary opakowania: 19 x 14 x 5.5 cm</li></ul></div><div class=""item item-12""><p><b>Mini BMX to doskonały prezent dla dzieci, zabawka motoryczna wspierająca rozwijanie zdolności motorycznych, a także świetne uzupełnienie wystawy sklepowej lub dekoracji w kawiarni.</b></p></div>","<p>&nbsp;</p><p>Fingerbike BMX TAIL WHIP Metal Pro Version + Zubehör.</p><p>Es wurde von der jungen und beliebten Marke TAIL WHIP entwickelt.</p><p>Unsere Miniräder können zerlegt und wieder zusammengebaut werden. Sie können auch zusätzliches Zubehör in einer anderen Farbe verwenden, um Ihr Fahrrad zu personalisieren, wie es die echten Profis tun.</p><p>Fingerbike BMX Bausatz; PROFESSIONAL Fingerbike BMX TAILWHIP Metallgabel, Metallräder mit Echtgummireifen, Metallstifte kompletter Bausatz</p><p>⭐Miniatur-Spaß: Genießen Sie den Nervenkitzel, wenn Sie erstaunliche Tailwhip-Tricks mit Ihren Fingerspitzen ausführen.</p><p>⭐Realistisches Design: Zeigt ein realistisches BMX-Radmodell für Street-Tricks, echte Tricks, echte Slides.</p><p>⭐Portabel und spaßig: Nehmen Sie es überall mit und haben Sie endlosen Spaß unterwegs.</p><p>⭐Große Geschenkidee: Perfekt für Extremsportler und diejenigen, die ein einzigartiges Überraschungsgeschenk suchen.</p><p>Finger-Bmx-Set TAILWHIP enthält:</p><br/><p>Mini-Bike</p><p>2 Räder in einer anderen Farbe</p><p>2 Griffe in einer anderen Farbe</p><p>4 BMX-Metallstifte</p><p>Montagewerkzeug</p><p>Aufkleber</p><br/><p>&nbsp;</p><p>ECHTE FAHRRÄDER, UNGLAUBLICHE TRICKS - übe, um unglaubliche Tricks auf den Spielzeug-Dirtbikes auszuführen, erstaunliche Stunts wie Tail Whips, Flick Tricks und vieles mehr für deine Freunde!</p><p>IDEALES GESCHENK - Finger Bike BMX sind das perfekte Geschenk für Kinder, um ihre motorischen Fähigkeiten und ihre Hand-Augen-Koordination zu entwickeln und ihre Neugierde zu steigern. Sie sind ein sehr niedliches Spielzeug, das abgenommen und umgestaltet werden kann, die Reifen können ausgetauscht werden und es kann mit den Fingern gespielt werden.</p><p>Fingerbike mini TAILWHIP bmx mini bikes bieten viel Spaß beim Lernen und Ausführen von Tricks mit den Fingern.</p><p>Spielzeug-Bmx, Gussmodell-Bike im Maßstab 1:18, Fingerbike Metall, Finger-Profi, tolles Geschenk, mit hübscher Verkaufsverpackung.</p><br/><p>Set geeignet für Kinder ab 6 Jahren</p><p>BMX Abmessungen: &nbsp;11 x 7 x 4,5 cm</p><p>Verpackungsmaße: 19 x 14 x 5,5 cm</p><br/><p>Das Mini BMX ist ein perfektes Geschenk für Kinder, ein Motorikspielzeug zur Förderung der motorischen Fähigkeiten und eine tolle Ergänzung für die Auslage eines Geschäfts oder die Dekoration eines Cafés.</p>"
"{""contentId"":""80db6ff1-b9f0-4118-8e0d-d76674df1788"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Sportowy Kask Ochronny TAILWHIP, Pomarańczowy S",
"{""contentId"":""80db6ff1-b9f0-4118-8e0d-d76674df1788"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","<div class=""item item-6""></div><div class=""item item-6""><p><b>Uniwersalny kask sportowy TAIL WHIP</b> zapewnia niezawodną ochronę głowy przed upadkami i uderzeniami. Wytrzymały i lekki materiał zapewnia maksymalną ochronę przy minimalnej wadze, co jest szczególnie istotne przy długotrwałym i intensywnym użytkowaniu kasku.</p><p><b>Wykonany z:</b></p><ul><li>wytrzymałego plastiku ABS</li><li>EPS (spieniony polistyren).<p>Lekki, z przemyślaną aerodynamiką.</p></li></ul></div><div class=""item item-6""></div><div class=""item item-6""><ul><li>Wyposażony w otwory wentylacyjne</li><li>Regulowany rozmiar i pewne zapięcie dzięki blokadzie</li><li>Do dopasowania kasku rowerowego użyj pokrętła regulacyjnego umieszczonego na tylnej części kasku</li><li>Pas z blokadą pozwala na dokładne dopasowanie i wygodne założenie kasku.</li></ul></div><div class=""item item-6""></div><div class=""item item-6""></div>",
"{""contentId"":""d4b60202-5163-4430-a5a9-23c84068bf9a"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","c2c919_382eda7e8bcf4ec18c0f0cf23e5fb9fb~mv2.jpg","c2c919_382eda7e8bcf4ec18c0f0cf23e5fb9fb~mv2.jpg"
"{""contentId"":""d4b60202-5163-4430-a5a9-23c84068bf9a"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX","finger skate",
"{""contentId"":""b228de1f-a8bf-4223-8fee-32140ad0f208"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Fingerbike BMX TAILWHIP Metalowy Mini Rower na Palce Pro Wersja + Akcesoria","Fingerbike BMX TAILWHIP Metall Mini Finger Bike Pro Version + Zubehör"
"{""contentId"":""b228de1f-a8bf-4223-8fee-32140ad0f208"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","<div class=""item item-6""><p><strong>Fingerbike BMX TAILWHIP®️ Metall</strong></p><p>&nbsp;</p><p>Została stworzona przez młodą i popularną markę&nbsp;<strong>TAILWHIP®️</strong>.&nbsp;Nasze zabawki można rozłożyć i złożyć ponownie. Możesz też użyć dodatkowych akcesoriów w innym kolorze, aby spersonalizować swój rower, tak jak robią to prawdziwi profesjonaliści.</p><p>&nbsp;</p><p>⭐ <strong>Zestaw Fingerbike BMX</strong>; PROFESJONALNY&nbsp;Fingerbike BMX TAILWHIP®️ metalowy, metalowy widelec, metalowe kółka z oponami z prawdziwej gumy, pegi metalowe kompletny zestaw</p><p>⭐<strong>Miniaturkowa Zabawa</strong>: Ciesz się dreszczykiem emocji wykonując niesamowite sztuczki Tailwhip na wyciągnięcie ręki.</p><p>⭐<strong>Realistyczny Design</strong>: Prezentujący realistyczny model bike BMX w niesamowitych kolorach do trików ulicznych, prawdziwe triki, prawdziwe ślizgi.</p><p>⭐<strong>Przenośny i Zabawny</strong>: Zabierz go ze sobą wszędzie i baw się bez końca w podróży.</p><p>⭐<strong>Świetny Pomysł na Prezent</strong>: Idealny dla entuzjastów sportów ekstremalnych i tych, którzy szukają unikalnego prezentu-niespodzianki.</p><p>&nbsp;</p><p>Tutaj można zobaczyć przegląd naszych produktów:&nbsp;&nbsp;</p><p><strong>▶️<a href=""https://www.youtube.com/watch?v=IlMY5uKxXgQ"" target=""_blank"">https://www.youtube.com/watch?v=IlMY5uKxXgQ</a></strong></p><p>&nbsp;</p><p><strong>Finger bmx zestaw&nbsp;TAILWHIP®️ obejmuje:</strong></p><p>✔️ Mini Rowerek<br>✔️ 2 koła w innym kolorze<br>✔️ 2 gripy w innym kolorze<br>✔️ 4 pegi BMX metalowe<br>✔️ narzędzie do montażu<br>✔️ naklejka</p><p>&nbsp;</p><p>Zabawkowy bmx, odlewany model roweru w 1:18, fingerbike metal, wspaniały prezent, z ładnie wyglądającym pudełkiem detalicznym.</p><ul>	<li>zestaw przeznaczony <strong>dla dzieci od 6 roku życia</strong></li>	<li>wymiary BMX'a:&nbsp;&nbsp;11 x 7 x 4,5 cm</li>	<li>wymiary opakowania: 19 x 14 x 5.5 cm</li></ul><p>&nbsp;</p><p>Tutaj można zobaczyć przegląd naszych produktów:&nbsp;&nbsp;</p><p><strong>▶️<a href=""https://www.youtube.com/watch?v=IlMY5uKxXgQ"" target=""_blank"">https://www.youtube.com/watch?v=IlMY5uKxXgQ</a></strong></p><p>&nbsp;</p><p>⚡<strong>PRAWDZIWE ROWERY, NIEZWYKŁE TRIKI</strong> - ćwicz, aby wykonywać nierealne triki na zabawkowych rowerach terenowych, niesamowite akrobacje, w tym tail whipy, flick triki i wiele więcej dla swoich przyjaciół!</p><p>⚡<strong>IDEALNY PREZENT</strong> - finger rower bmx są idealnym prezentem dla dzieci, aby mogły rozwijać swoje umiejętności motoryczne, koordynację ręka-oko i zwiększać ciekawość. Są to bardzo urocze zabawki, które można zdejmować, rekonfigurować, wymieniać opony, którymi można bawić się palcami.</p><p>⚡Fingerbike mini rowerek <strong>TAILWHIP®️</strong> dają mnóstwo zabawy podczas <strong>nauki i wykonywania trików palcami</strong>.</p><p>&nbsp;</p><p>Tutaj można zobaczyć przegląd naszych produktów:&nbsp;&nbsp;</p><p><strong>▶️<a href=""https://www.youtube.com/watch?v=IlMY5uKxXgQ"" target=""_blank"">https://www.youtube.com/watch?v=IlMY5uKxXgQ</a></strong></p><p>&nbsp;</p><p>➡️ Finger bike BMX od <strong>TAIL WHIP®️</strong> to kieszonkowa wersja Twojego ulubionego roweru.</p><p>➡️ Dokładnie odtwarza połączenia, detale i wygląd zewnętrzny.</p><p>➡️ I tak, można nim sterować palcami, kręcić pedałami i wykonywać supertriki!</p><p>➡️ Ćwiczenie palców jest niezbędne nie tylko dla maluchów, ale również dla nastolatków i dorosłych wujków oraz cioci.</p><p>&nbsp;</p><p>Czy wiedzieliście o takich trenażerach do motoryki rąk jak <strong>fingerbike, fingerboard, fingerskate</strong>?</p><p>A może już macie całą kolekcję takich fingerów od <strong>TAIL WHIP®️</strong>?</p><p>&nbsp;</p><p>Tutaj można zobaczyć przegląd naszych produktów:&nbsp;&nbsp;</p><p><strong>▶️<a href=""https://www.youtube.com/watch?v=IlMY5uKxXgQ"" target=""_blank"">https://www.youtube.com/watch?v=IlMY5uKxXgQ</a></strong></p><p>&nbsp;</p><p><strong>Mini BMX to doskonały prezent dla dzieci, zabawka motoryczna wspierająca rozwijanie zdolności motorycznych, a także świetne uzupełnienie wystawy sklepowej lub dekoracji w kawiarni</strong></p></div>","<p>&nbsp;</p><p>Fingerbike BMX TAIL WHIP Metal Pro Version + Zubehör.</p><p>Es wurde von der jungen und beliebten Marke TAIL WHIP entwickelt.</p><p>Unsere Miniräder können zerlegt und wieder zusammengebaut werden. Sie können auch zusätzliches Zubehör in einer anderen Farbe verwenden, um Ihr Fahrrad zu personalisieren, wie es die echten Profis tun.</p><p>Fingerbike BMX Bausatz; PROFESSIONAL Fingerbike BMX TAILWHIP Metallgabel, Metallräder mit Echtgummireifen, Metallstifte kompletter Bausatz</p><p>⭐Miniatur-Spaß: Genießen Sie den Nervenkitzel, wenn Sie erstaunliche Tailwhip-Tricks mit Ihren Fingerspitzen ausführen.</p><p>⭐Realistisches Design: Zeigt ein realistisches BMX-Radmodell für Street-Tricks, echte Tricks, echte Slides.</p><p>⭐Portabel und spaßig: Nehmen Sie es überall mit und haben Sie endlosen Spaß unterwegs.</p><p>⭐Große Geschenkidee: Perfekt für Extremsportler und diejenigen, die ein einzigartiges Überraschungsgeschenk suchen.</p><p>Finger-Bmx-Set TAILWHIP enthält:</p><br/><p>Mini-Bike</p><p>2 Räder in einer anderen Farbe</p><p>2 Griffe in einer anderen Farbe</p><p>4 BMX-Metallstifte</p><p>Montagewerkzeug</p><p>Aufkleber</p><br/><p>&nbsp;</p><p>ECHTE FAHRRÄDER, UNGLAUBLICHE TRICKS - übe, um unglaubliche Tricks auf den Spielzeug-Dirtbikes auszuführen, erstaunliche Stunts wie Tail Whips, Flick Tricks und vieles mehr für deine Freunde!</p><p>IDEALES GESCHENK - Finger Bike BMX sind das perfekte Geschenk für Kinder, um ihre motorischen Fähigkeiten und ihre Hand-Augen-Koordination zu entwickeln und ihre Neugierde zu steigern. Sie sind ein sehr niedliches Spielzeug, das abgenommen und umgestaltet werden kann, die Reifen können ausgetauscht werden und es kann mit den Fingern gespielt werden.</p><p>Fingerbike mini TAILWHIP bmx mini bikes bieten viel Spaß beim Lernen und Ausführen von Tricks mit den Fingern.</p><p>Spielzeug-Bmx, Gussmodell-Bike im Maßstab 1:18, Fingerbike Metall, Finger-Profi, tolles Geschenk, mit hübscher Verkaufsverpackung.</p><br/><p>Set geeignet für Kinder ab 6 Jahren</p><p>BMX Abmessungen: &nbsp;11 x 7 x 4,5 cm</p><p>Verpackungsmaße: 19 x 14 x 5,5 cm</p><br/><p>&nbsp;</p><br/><p>Das Fingerbike BMX von TAIL WHIP ist eine Version deines Lieblingsrads im Taschenformat.</p><p>Es gibt die Anschlüsse, Details und das äußere Design genau wieder.</p><p>Und ja, du kannst es mit deinen Fingern lenken, die Pedale drehen und Supertrikes ausführen!</p><p>Fingerübungen sind nicht nur für Kleinkinder wichtig, sondern auch für Teenager und erwachsene Onkel und Tanten.</p><p>Kennen Sie schon solche Handmotoriktrainer wie Fingerbike, Fingerboard, Fingerskate?</p><p>Oder haben Sie schon eine ganze Sammlung solcher Fingerbikes von TAIL WHIP?</p><p>Das Mini BMX ist ein perfektes Geschenk für Kinder, ein Motorikspielzeug zur Förderung der motorischen Fähigkeiten und eine tolle Ergänzung für die Auslage eines Geschäfts oder die Dekoration eines Cafés.</p>"
"{""contentId"":""c362ae37-24c2-486b-9329-dd33c27320c4"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h2 class=""font_4"">Adres do doreczeń</h2>","<h2 class=""font_4"">Lieferadresse</h2>"
"{""contentId"":""28e5498a-c426-4e37-8869-fb60ba41c3a8"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h3 class=""font_3""><span><a dataquery=""LINK_3"">Regulamin sklepu internetowego</a> / <a dataquery=""LINK_0"">Polityka wysyłki</a>&nbsp; /&nbsp;<a dataquery=""LINK_1"">Polityka zwrot&oacute;w i refundacj</a> /&nbsp;<a dataquery=""LINK_2"">Polityka plik&oacute;w cookie</a></span></h3>",
"{""contentId"":""cc29f590-82cd-4c34-bbf4-75e7aa5f2d28"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Fingerboard Buty TAILWHIP, Finger Sneakers Pikachiu, Akcesoria dla Dzieci","Finger Boots, Zubehör für Fingerboard, Finger Scooter, Fingerbike"
"{""contentId"":""cc29f590-82cd-4c34-bbf4-75e7aa5f2d28"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","<div class=""item item-6""><p><strong>Finger Sneakers TAILWHIP Pikachiu</strong></p><p>Zostały stworzone przez młodą i popularną markę <strong>TAILWHIP</strong>.</p><p>Odkryj najnowszą atrakcję dla miłośników fingerboard i nie tylko - Mini Buty na Palce! Te niezwykle realistyczne mini sneakersy są doskonałym dodatkiem do Twojej kolekcji fingerboard, czy jako oryginalny breloczek. Wykonane z najwyższej jakości materiałów, te miniaturowe buty zachwycają szczegółowością i autentycznością.</p><p>⭐ <strong>Realistyczny Design</strong>: Odtworzone z niezwykłą precyzją, te mini sneakersy wyglądają jak ich pełnowymiarowe odpowiedniki. Idealne dla fanów streetwearu i sneakerheadów.</p><p>⭐<strong>Wielofunkcyjność</strong>: Świetnie sprawdzą się jako urocze buty dla lalek, akcesoria do fingerboard, a nawet jako breloczki po dodaniu łańcuszka.</p><p>⭐<strong>Przenośne i Bezpieczne</strong>: Ich niewielki rozmiar umożliwia łatwe przenoszenie. Możesz zabrać je wszędzie, dodając stylu swojej torbie sportowej, plecaku czy kluczom.</p><p>⭐<strong>Idealne na Prezent</strong>: Czy to dla kolekcjonera sneakerów, miłośnika miniatur, czy jako edukacyjna zabawka dla dzieci, te mini buty to doskonały wybór na każdą okazję</p><p>⭐<strong>Zestaw</strong>: Każdy zestaw zawiera parę miniaturowych butów ze sznurówkami, które można regulować dla lepszego dopasowania.</p><p><br>Ze względu na ich miniaturowy rozmiar, buty są precyzyjnie wykonane, co oznacza, że są tak unikatowe jak prawdziwe sneakersy.</p><p>Finger Buty na Palce TAILWHIP to idealny prezent w ładnie wyglądającym opakowaniu detalicznym.</p><p>zestaw przeznaczony&nbsp;<strong>dla dzieci od 6 roku życia</strong><br>wymiary buta:&nbsp;&nbsp;3 x 1.5 cm</p></div>","<p>&nbsp;</p><p>Finger Sneakers TAIL WHIP Schlüsselanhänger Pikahiu</p><p>Sie wurden von der jungen und beliebten Marke TAIL WHIP entwickelt.</p><p>Entdecken Sie die neueste Attraktion für Fingerboard-Fans und darüber hinaus - die Mini Finger Sneakers! Diese äußerst realistischen Mini-Sneakers sind die perfekte Ergänzung zu Ihrer Fingerboard-Sammlung oder als origineller Schlüsselanhänger. Hergestellt aus den hochwertigsten Materialien, beeindrucken diese Miniaturschuhe durch ihre Detailtreue und Authentizität.</p><p>⭐ Realistisches Design: Mit äußerster Präzision nachgebildet, sehen diese Mini-Sneaker aus wie ihre lebensgroßen Gegenstücke. Perfekt für Streetwear-Fans und Sneakerheads.</p><p>⭐Multifunktional: Sie eignen sich hervorragend als süße Puppenschuhe, Fingerboard-Accessoires oder sogar als Schlüsselanhänger, wenn du eine Kette hinzufügst.</p><p>⭐Portabel und sicher: Dank ihrer geringen Größe lassen sie sich leicht transportieren. Du kannst sie überall hin mitnehmen und deiner Sporttasche, deinem Rucksack oder deinen Schlüsseln Stil verleihen.</p><p>⭐Ideal als Geschenk: Ob für einen Sneakersammler, einen Liebhaber von Miniaturen oder als Lernspielzeug für Kinder, diese Mini-Schuhe sind die perfekte Wahl für jede Gelegenheit</p><p>⭐Set: Jedes Set enthält ein Paar Miniaturschuhe mit Schnürsenkeln, die für eine bessere Passform angepasst werden können.</p><p>&nbsp;</p><p>Aufgrund ihrer Miniaturgröße sind die Schuhe präzise gefertigt, sodass sie genauso einzigartig sind wie echte Turnschuhe.</p><p>Die TAILWHIP Fingerstiefel sind das perfekte Geschenk in einer hübschen Verpackung für den Einzelhandel.</p><br/><p>das Set ist für Kinder ab 6 Jahren geeignet</p><p>Abmessungen der Schuhe: 5 x 2 x 3,5 cm</p><p>Verpackungsmaße: 7,5 x 5,5 x 4 cm</p><br/><p>Die Finger Sneakers TAIL WHIP Mini-Schuhe sind ein perfektes Geschenk für Kinder, ein Motorikspielzeug, das die Entwicklung der motorischen Fähigkeiten fördert, und eine tolle Ergänzung für die Auslage eines Geschäfts oder die Dekoration eines Cafés.</p>"
"{""contentId"":""f145d987-59df-49f6-8cf7-8529e4447a16"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8""><span style=""font-weight:bold"">Witamy w naszym skateparku!</span></p>

<p class=""font_8""><br />
Jesteśmy zespołem entuzjast&oacute;w TAILWHIP, kt&oacute;rzy przekształcili swoją miłość do miniaturowych desek w biznes. Tworzymy wysokiej jakości fingerboardy i akcesoria, by inspirować ludzi w każdym wieku do kreatywnej zabawy.</p>

<p class=""font_8""><span class=""wixGuard"">​</span></p>

<p class=""font_8""><span style=""font-weight:bold"">Co wyr&oacute;żnia naszą stronę?</span></p>

<p class=""font_8""><br />
To nie tylko miejsce zakup&oacute;w, ale społeczność. Dzielimy się nowościami, organizujemy konkursy i promocje, łącząc wszystkich, kt&oacute;rzy kochają fingerboarding.</p>

<p class=""font_8""><span class=""wixGuard"">​</span></p>

<p class=""font_8""><span style=""font-weight:bold"">Dołącz do nas &mdash; jedźmy i tw&oacute;rzmy razem!</span></p>","<p class=""font_8"">Willkommen in unserem Skatepark!</p>

<p class=""font_8""><br />
Wir sind ein Team von Enthusiasten, die ihre Liebe zu Miniaturboards in ein Gesch&auml;ft verwandelt haben. Wir stellen qualitativ hochwertige Fingerboards und Zubeh&ouml;r her, um Menschen jeden Alters zu inspirieren, kreativen Spa&szlig; zu haben.</p>

<p class=""font_8"">&nbsp;</p>

<p class=""font_8"">Was macht unsere Website so besonders?</p>

<p class=""font_8""><br />
Sie ist nicht nur eine Shopping-Website, sondern eine Community. Wir tauschen Neuigkeiten aus, veranstalten Wettbewerbe und Aktionen und verbinden alle, die Fingerboarding lieben.</p>

<p class=""font_8"">&nbsp;</p>

<p class=""font_8"">Mach mit - lass uns gemeinsam fahren und kreieren!</p>"
